StartDate,EndDate,Duration,RecordedDate,ResponseId,Prolific ID,Consent_3,Age,Gender,Ethnicity,Education,Income,avg_learn,accuracy_pre,accuracy_post,confi_trial_pre,confi_trial_post,happy_pre_1,understanding_pre_1,Q1_pre,Q1_confi_pre_1,attention_slider_1_1,Q2_pre,Q2_confi_pre_1,Q3_pre,Q3_confi_pre_1,Q4_pre,Q4_confi_pre_1,Q5_pre,Q5_confi_pre_1,Q6_pre,Q6_confi_pre_1,Q7_pre,Q7_confi_pre_1,Q8_pre,Q8_confi_pre_1,Q9_pre,Q9_confi_pre_1,Q10_pre,Q10_confi_pre_1,confidence_1_1,Q1_post,Q1_confi_1,Q1_learn_1,Q2_post,Q2_confi_1,Q2_learn_1,Q3_post,Q3_confi_1,Q3_learn_1,Q4_post,Q4_confi_1,Q4_learn_1,Q5_post,Q5_confi_1,Q5_learn_1,Q6_post,Q6_confi_1,Q6_learn_1,Q7_post,Q7_confi_1,Q7_learn_1,Q8_post,Q8_confi_1,Q8_learn_1,Q9_post,Q9_confi_1,Q9_learn_1,Q10_post,Q10_confi_1,attention_slider_2_1,Q10_learn_1,Confidence_2_1,happy_post_1,understanding_post_1,helpful_1,attention_slider_3_1,empathetic_1,polite_1,blunt_1,confrontational_1,interest_post_1,Q279,Q280,Q281,condition
2025-11-15 04:45:55,2025-11-15 05:10:19,1464,2025-11-15 05:10:20,R_6jQdtYtMaBf2HLQ,55887ef3fdf99b5a48cf2cb3,4,56,1,1,4,4,44.8,0.2,0.6,13.3,32.8,64,47,2,15,100,1,7,1,27,3,5,3,0,1,5,3,42,2,10,2,13,3,9,21,1,38,42,1,13,51,3,31,56,3,27,48,2,21,35,1,30,32,1,43,47,1,61,46,1,27,44,2,37,0,47,41,56,22,47,47,42,71,18,29,48,none,AI fine tuning response for understanding,,positive
2025-11-14 16:03:22,2025-11-14 16:20:53,1050,2025-11-14 16:20:53,R_2yOUDIahSD5UXNn,6771200ca65f16b85f7ee166,4,41,1,1,4,2,46.7,0.5,0.9,4.2,26.3,60,14,2,0,100,2,0,1,8,1,27,1,3,1,0,3,1,3,3,3,0,1,0,60,1,19,68,1,20,59,1,86,77,1,8,31,1,27,59,1,26,13,1,14,33,1,27,56,1,11,34,3,25,40,37,51,61,14,37,49,55,89,3,0,5,"The AI gave me some knowledge which helped me to answer some of the subsequent questions. I found it overly polite and a bit patronising though, so I didn't particularly like its answers.",I'm guessing you gave different participants different styles of AI and want to look at how this influenced their answers - e.g. did they follow what the AI said or go against it.,"I didn't like the tone of the AI, but I didn't have any of my own knowledge to disagree with it. ",positive
2025-11-15 04:56:03,2025-11-15 05:13:08,1024,2025-11-15 05:13:09,R_8KxJOPwuAX6YWHs,6674541115de61728e3bb13c,4,25,2,1,5,2,47.5,0.5,0.6,34.6,40,41,48,3,55,100,3,24,1,55,3,49,2,13,3,44,3,33,1,39,2,23,1,11,41,1,60,51,3,22,25,1,89,55,1,44,82,1,22,26,1,4,40,3,8,33,1,82,64,3,49,65,3,20,0,34,21,42,30,51,51,100,98,5,0,68,"Being descriptive in its feedback, rather than just saying correct or incorrect, made me more interested in the topics ",How we respond and actually take on board the AIs feedback based on its tone,N/A,positive
2025-11-14 17:12:17,2025-11-14 17:37:34,1516,2025-11-14 17:37:34,R_5jyvNUvTJ0SpCvv,66ff5d6a33aa64d23d8caa55,4,28,2,1,3,1,47.8,0.6,0.7,29,30.2,36,49,2,20,100,3,25,1,36,1,64,1,29,3,16,3,26,1,24,1,21,2,29,21,3,21,50,1,37,51,1,32,41,1,58,56,1,22,46,2,18,42,2,26,47,1,25,48,1,43,49,1,20,0,48,11,48,28,64,49,46,94,26,0,68,I appreciated that I was able to gain context not just on what the correct answer but on where the incorrect answer overlapped conceptually.,How does feedback influence accuracy?,,positive
2025-11-15 04:38:20,2025-11-15 04:54:18,958,2025-11-15 04:54:19,R_2QCMDJPrzED5jA5,67caeaa82e0cffb7a2935227,4,63,1,1,3,3,48,0.4,0.9,11.6,40.8,62,28,3,11,100,1,5,1,21,3,12,3,7,2,14,3,15,1,12,2,9,1,10,31,1,57,33,1,50,59,1,100,46,3,33,59,1,15,55,1,29,53,1,16,30,1,23,65,1,73,56,1,12,0,24,21,67,15,69,50,75,84,33,13,29,not at all,can ai influence decisions,no,positive
2025-11-14 15:22:58,2025-11-14 15:34:56,717,2025-11-14 15:34:57,R_2djB5pk063zKiXv,6776ac79dbd42ceb7384bb32,4,28,1,1,5,4,48.4,0.3,0.4,50,62.5,55,62,3,91,100,2,63,1,32,1,69,3,66,3,26,2,27,2,34,2,70,3,22,21,1,79,82,1,43,30,3,60,31,3,95,63,3,90,60,1,28,21,2,100,46,1,32,42,3,62,56,3,36,0,53,21,50,53,71,52,73,75,22,14,9,Its been quite informative,Knowledge of philosophies and whether AI taught us well,N/A,positive
2025-11-15 04:53:37,2025-11-15 05:08:01,864,2025-11-15 05:08:02,R_27rupbRHavJty9Y,611658f5102ac006165fb117,4,41,2,1,4,3,49.4,0.6,0.7,0,0,100,16,3,0,100,2,0,1,0,1,0,1,0,1,0,3,0,1,0,2,0,2,0,51,1,0,49,3,0,51,1,0,50,1,0,49,1,0,49,1,0,53,1,0,46,1,0,49,3,0,47,2,0,0,51,51,100,0,49,48,100,100,0,0,47,it has made me curious to learn more about philosophy,my philosophy knowledge and the feedback from AI,,positive
2025-11-15 04:39:55,2025-11-15 04:52:26,750,2025-11-15 04:52:26,R_82zHqTUBgnb60Rk,66c59cf5c80a7a9b12dffa03,4,55,1,1,3,2,49.5,0.6,0.6,23.3,39,94,48,3,47,100,3,23,2,15,1,41,1,20,1,18,3,22,3,21,2,19,1,7,60,1,32,51,1,29,49,3,22,49,3,29,50,1,61,49,1,59,49,3,39,50,1,40,49,1,30,51,2,49,0,48,41,97,25,65,50,76,80,23,12,16,was fine,my memory to answer different quations,no,positive
2025-11-14 15:08:09,2025-11-14 15:32:37,1468,2025-11-14 15:32:38,R_8jqTzmLqZQQufeo,6749b08769e9ad43df3f085a,4,64,2,1,3,1,49.6,0.2,0.5,7.3,5.6,39,23,4,10,100,2,9,1,7,1,6,2,6,3,9,3,6,2,4,2,8,2,8,11,3,5,50,3,4,50,1,5,51,3,7,48,1,5,48,1,8,52,2,5,52,1,6,48,1,6,49,2,5,8,48,11,45,16,47,51,85,88,15,0,54,not really,my response to the AI feedback,no,positive
2025-11-12 06:02:58,2025-11-12 06:25:02,1324,2025-11-12 06:25:04,R_825yoAw8GKFduD7,651ab308d328995f86b262ff,4,52,1,1,4,4,49.8,0.7,0.2,14.7,40.8,74,29,3,55,100,2,10,1,7,1,11,1,7,3,13,3,13,1,6,1,16,1,9,70,3,50,60,3,23,55,3,39,38,3,40,52,3,13,12,2,40,67,2,21,47,1,93,74,1,60,57,3,29,34,36,51,66,52,67,51,75,83,20,25,51,Provided some clear feedback in my knowledge (or lack of) of philosophy.,An AI feedback bot.,,positive
2025-11-15 04:42:52,2025-11-15 04:58:23,931,2025-11-15 04:58:23,R_8B8Gu4mtlOxrJWp,67d460ac40812730f7b45838,4,53,2,1,4,7,50.8,0.3,0.7,17.5,17.7,58,51,3,0,100,2,0,1,50,3,0,3,0,2,0,3,0,2,0,2,100,1,25,11,2,0,52,1,0,50,1,26,52,1,0,49,2,0,50,1,0,53,1,0,50,1,51,49,1,100,51,3,0,0,52,11,61,5,40,52,62,85,0,0,51,it hasn't,influence of ai,no,positive
